type,dist,longitude,latitude
A2,香山區,120.972818,24.799507
A2,東區,120.977868,24.809159
A2,北區,120.965629,24.816002
A2,北區,120.967928,24.810311
A2,東區,120.980306,24.795316
A2,東區,120.997184,24.781522
A2,香山區,120.972174,24.796001
A2,香山區,120.920596,24.8086
A2,東區,121.013313,24.797551
A2,北區,120.964934,24.811676
A2,東區,120.972864,24.794161
A2,東區,120.966691,24.800556
A2,東區,120.990667,24.804354
A2,東區,120.981217,24.807415
A2,香山區,120.949403,24.801762
A2,北區,120.970676,24.817857
A2,香山區,120.935114,24.804388
A2,東區,120.993528,24.804868
A2,香山區,120.967862,24.771867
A2,北區,120.964814,24.803044
A2,東區,120.965175,24.794785
A2,香山區,120.942076,24.792184
A2,北區,120.962982,24.809024
A2,東區,121.027008,24.775314
A2,東區,120.970404,24.802838
A2,北區,120.967068,24.816405
A2,東區,120.996568,24.776921
A2,東區,120.967428,24.799429
A2,東區,120.982303,24.81115
A2,東區,121.02518,24.778173
A2,香山區,120.987396,24.780741
A2,東區,121.015401,24.780281
A2,東區,121.013048,24.771238
A2,東區,120.975062,24.796379
A2,東區,121.015468,24.782767
A2,東區,120.972508,24.794782
A2,東區,121.013203,24.795918
A2,東區,120.977132,24.813813
A2,香山區,120.941906,24.795521
A2,香山區,120.967223,24.789289
A2,東區,120.968345,24.80014
A2,香山區,120.906137,24.745632
A2,北區,120.959294,24.820175
A2,北區,120.966699,24.81449
A2,東區,120.978394,24.812306
A2,東區,120.967074,24.774867
A2,北區,120.971865,24.818858
A2,東區,120.972923,24.808924
A2,東區,120.970127,24.811082
A2,北區,120.963158,24.797044
A2,東區,120.996354,24.80369
A2,東區,121.01178,24.785874
A2,北區,120.959415,24.806363
A2,東區,121.016592,24.775553
A2,東區,121.010165,24.77286
A2,東區,120.977995,24.794887
A2,北區,120.973206,24.820923
A2,東區,121.012677,24.785156
A2,北區,120.968204,24.807086
A2,東區,121.01788,24.783197
A2,東區,121.018357,24.777333
A2,東區,120.965342,24.798142
A2,東區,120.972928,24.80891
A2,北區,120.972169,24.817689
A2,北區,120.984384,24.818044
A2,東區,120.998559,24.78264
A2,香山區,120.927223,24.799877
A2,北區,120.934124,24.838964
A2,東區,121.007445,24.785738
A2,香山區,120.963676,24.803525
A2,東區,121.004239,24.787231
A2,香山區,120.934225,24.792781
A2,香山區,120.951144,24.799257
A2,東區,121.020111,24.781956
A2,北區,120.958729,24.804373
A2,東區,120.979847,24.813202
A2,香山區,120.964808,24.790057
A2,香山區,120.931354,24.784334
A2,東區,121.003217,24.800604
A2,北區,120.961649,24.807111
A2,香山區,120.931258,24.789638
A2,東區,121.020363,24.794399
A2,東區,120.977888,24.809083
A2,東區,120.992968,24.820356
A2,東區,121.024596,24.776524
A2,香山區,120.926445,24.791135
A2,北區,120.969746,24.822217
A2,東區,121.007323,24.789348
A2,東區,120.968325,24.799916
A2,東區,120.97101,24.804133
A2,東區,120.973672,24.805474
A2,香山區,120.964826,24.790696
A2,東區,120.97192,24.812114
A2,北區,120.965976,24.810245
A2,東區,120.978257,24.808512
A2,東區,121.018843,24.76179
A2,北區,120.942325,24.837434
A2,香山區,120.938032,24.805341
A2,香山區,120.952321,24.799464
A2,東區,120.973308,24.810388
A2,香山區,120.928217,24.789337
A2,香山區,120.929143,24.787015
A2,北區,120.965123,24.810427
A2,北區,120.963519,24.797059
A2,東區,120.972861,24.799459
A2,香山區,120.944797,24.796489
A2,東區,121.007871,24.773809
A2,東區,120.994518,24.817321
A2,東區,121.002833,24.800712
A2,東區,121.014174,24.772405
A2,東區,120.99862,24.80233
A2,東區,120.963941,24.795191
A2,東區,121.003631,24.799931
A2,東區,120.97662,24.801901
A2,東區,121.025508,24.777774
A2,北區,120.956723,24.804351
A2,香山區,120.953316,24.774582
A2,北區,120.953619,24.832431
A2,東區,120.974882,24.796064
A2,東區,120.972044,24.795769
A2,東區,120.983125,24.796371
A2,北區,120.937047,24.840797
A2,東區,121.017368,24.805626
A2,東區,121.018547,24.790619
A2,北區,120.97387,24.820466
A2,東區,120.985385,24.815033
A2,北區,120.966427,24.810419
A2,東區,120.986384,24.80568
A2,東區,121.005634,24.771231
A2,東區,120.981256,24.766565
A2,東區,120.971057,24.807558
A2,香山區,120.916076,24.768647
A2,東區,121.026426,24.77082
A2,北區,120.966814,24.817452
A2,東區,120.967564,24.804162
A2,東區,121.017168,24.783491
A2,東區,121.004453,24.791365
A2,香山區,120.942654,24.804972
A2,東區,120.973263,24.808489
A2,北區,120.988597,24.807876
A2,北區,120.955282,24.804942
A2,東區,121.021432,24.781812
A2,東區,120.967454,24.775873
A2,東區,120.978685,24.806428
A2,香山區,120.928189,24.792305
A2,東區,120.982588,24.788222
A2,北區,120.956792,24.825528
A2,東區,120.969296,24.803917
A2,東區,120.977429,24.808998
A2,東區,120.994056,24.798387
A2,東區,120.997233,24.800385
A2,東區,120.975745,24.804727
A2,北區,120.966692,24.800568
A2,東區,120.959639,24.760202
A2,東區,120.962336,24.814986
A2,東區,120.978195,24.808841
A2,北區,120.965748,24.812409
A2,東區,120.972537,24.814069
A2,東區,121.013723,24.770486
A2,北區,120.967671,24.809501
A2,香山區,120.898673,24.74032
A2,北區,120.962264,24.800717
A2,北區,120.960482,24.801353
A2,北區,120.960669,24.796747
A2,北區,120.947207,24.833295
A2,東區,121.013179,24.794118
A2,東區,121.013403,24.775784
A2,香山區,120.92445,24.818818
A2,東區,121.005139,24.774046
A2,東區,121.010197,24.772868
A2,東區,121.010995,24.788954
A2,北區,120.965472,24.804579
A2,東區,121.02516,24.781252
A2,北區,120.974341,24.813619
A2,東區,121.005243,24.790526
A2,東區,120.99122,24.814377
A2,北區,120.955253,24.803403
A2,東區,120.971928,24.812144
A2,東區,121.013427,24.784859
A2,東區,120.983463,24.799979
A2,東區,120.99492,24.801482
A2,東區,120.981279,24.779729
A2,北區,120.963803,24.808712
A2,北區,120.966787,24.808956
A2,北區,120.975658,24.825127
A2,東區,120.978255,24.808536
A2,東區,120.977459,24.802416
A2,東區,121.020313,24.792515
A2,東區,120.974291,24.814618
A2,北區,120.956814,24.811113
A2,北區,120.978195,24.808841
A2,東區,120.983115,24.802243
A2,香山區,120.975134,24.792412
A2,東區,120.972139,24.807851
A2,北區,120.962873,24.805531
A2,東區,121.015401,24.780281
A2,北區,120.965734,24.801715
A2,北區,120.95877,24.800571
A2,北區,120.969289,24.811482
A2,東區,121.015584,24.793125
A2,東區,120.979476,24.767136
A2,香山區,120.896051,24.742796
A2,東區,120.982531,24.808953
A2,北區,120.964171,24.817411
A2,東區,120.995424,24.80206
A2,香山區,120.971134,24.79783
A2,東區,120.977129,24.79961
A2,北區,120.962405,24.806146
A2,香山區,120.948452,24.794903
A2,東區,120.958438,24.794092
A2,香山區,120.926339,24.791438
A2,東區,120.986297,24.806111
A2,東區,120.991324,24.80036
A2,東區,121.023929,24.777767
A2,東區,120.983201,24.802399
A2,北區,120.980103,24.827125
A2,東區,120.988306,24.800407
A2,東區,121.027594,24.778388
A2,東區,121.011343,24.788146
A2,香山區,120.919337,24.781523
A2,北區,120.967047,24.805596
A2,東區,120.983661,24.809557
A2,東區,120.966717,24.803589
A2,東區,120.968528,24.80011
A2,北區,120.956814,24.811113
A2,香山區,120.944325,24.799747
A2,東區,121.011707,24.785873
A2,東區,121.004107,24.787483
A2,東區,120.968585,24.805387
A2,東區,121.012612,24.793352
A2,東區,120.972995,24.794295
A2,香山區,120.964913,24.799463
A2,北區,120.967283,24.806502
A2,香山區,120.927569,24.787435
A2,香山區,120.941754,24.798375
A2,東區,120.995292,24.776893
A2,香山區,120.96591,24.770176
A2,東區,121.007527,24.788881
A2,東區,120.971985,24.793567
A2,香山區,120.931142,24.784581
A2,東區,120.984082,24.811938
A2,東區,121.006968,24.78161
A2,東區,121.006919,24.781606
A2,東區,120.991107,24.774268
A2,香山區,120.92461,24.818782
A2,東區,120.973819,24.798877
A2,北區,120.935146,24.841173
A2,北區,120.972175,24.817691
A2,東區,120.967807,24.798995
A2,北區,120.951026,24.805036
A2,東區,121.00072,24.801663
A2,北區,120.931469,24.843711
A2,東區,121.000791,24.801715
A2,東區,120.962979,24.798132
A2,東區,121.009798,24.770995
A2,東區,121.007316,24.774001
A2,東區,121.002859,24.786412
A2,東區,120.978498,24.806269
A2,東區,120.986086,24.777057
A2,香山區,120.946614,24.796967
A2,香山區,120.952559,24.796588
A2,東區,120.974342,24.797342
A2,香山區,120.967519,24.784562
A2,香山區,120.924832,24.789761
A2,北區,120.963629,24.810824
A2,東區,121.004637,24.799985
A2,東區,121.021218,24.786336
A2,東區,121.016439,24.789664
A2,東區,121.015199,24.798657
A2,東區,121.018772,24.782783
A2,東區,120.967038,24.774805
A2,東區,120.975351,24.796471
A2,北區,120.960293,24.801883
A2,北區,120.965635,24.808293
A2,北區,120.965259,24.808031
A2,香山區,120.946828,24.775535
A2,東區,120.972508,24.794782
A2,東區,121.010563,24.787751
A2,香山區,120.918437,24.777833
A2,北區,120.95863,24.822576
A2,東區,121.020043,24.778122
A2,東區,120.991172,24.8209
A2,東區,120.976456,24.790618
A2,東區,120.986846,24.804653
A2,東區,120.972199,24.804479
A2,東區,120.988343,24.806635
A2,香山區,120.9052,24.744894
A2,東區,120.968745,24.803238
A2,東區,120.970149,24.804018
A2,香山區,120.940216,24.805109
A2,香山區,120.95608,24.797655
A2,香山區,120.973891,24.803452
A2,北區,120.946181,24.834524
A2,東區,121.019568,24.778591
A2,東區,121.001258,24.77655
A2,東區,120.990976,24.799556
A2,東區,121.000579,24.796861
A2,東區,121.000695,24.784303
A2,東區,120.994096,24.799741
A2,東區,121.00593,24.781679
A2,東區,121.013295,24.783652
A2,東區,120.966254,24.798707
A2,東區,120.97086,24.81408
A2,香山區,120.973515,24.793451
A2,東區,121.018713,24.785448
A2,東區,121.00741,24.79921
A2,東區,121.011206,24.776056
A2,東區,120.979574,24.812857
A2,香山區,120.949418,24.77382
A2,北區,120.968802,24.816866
A2,香山區,120.930161,24.788918
A2,北區,120.960707,24.808377
A2,東區,120.997267,24.812419
A2,東區,120.993281,24.784354
A2,東區,121.017844,24.783192
A2,東區,120.968096,24.801486
A2,香山區,120.952543,24.796457
A2,香山區,120.927561,24.789812
A2,東區,120.974308,24.811974
A2,東區,121.016765,24.787392
A2,北區,120.970235,24.826152
A2,香山區,120.921201,24.785196
A2,東區,120.986871,24.80364
A2,東區,120.96495,24.790506
A2,東區,120.998186,24.797013
A2,東區,120.973231,24.796808
A2,東區,121.027008,24.775314
A2,東區,120.966676,24.800577
A2,北區,120.956135,24.797699
A2,東區,120.986731,24.800655
A2,東區,120.977575,24.792609
A2,東區,121.00386,24.781478
A2,東區,121.006501,24.772177
A2,北區,120.955109,24.831319
A2,東區,121.005317,24.774778
A2,東區,120.990341,24.783143
A2,東區,121.020228,24.786095
A2,香山區,120.953494,24.79916
A2,香山區,120.952222,24.79708
A2,東區,121.001269,24.793247
A2,北區,120.96139,24.801915
A2,東區,120.978859,24.803409
A2,東區,120.99343,24.802977
A2,東區,120.985297,24.800584
A2,東區,120.96651,24.794749
A2,東區,120.978187,24.808517
A2,香山區,120.905578,24.752543
A2,東區,120.963286,24.797869
A2,北區,120.960886,24.809527
A2,北區,120.980103,24.827125
A2,東區,120.975154,24.804235
A2,北區,120.960594,24.796756
A2,香山區,120.918901,24.781349
A2,東區,120.910339,24.822819
A2,香山區,120.930807,24.790956
A2,東區,121.019216,24.766084
A2,北區,120.955567,24.804758
A2,北區,120.956616,24.789562
A2,北區,120.979377,24.825236
A2,東區,120.99627,24.776073
A2,東區,121.002045,24.788316
A2,東區,120.969534,24.805407
A2,東區,120.982357,24.799908
A2,東區,121.002833,24.800712
A2,香山區,120.917093,24.762951
A2,東區,120.97301,24.807117
A2,北區,120.993362,24.816125
A2,香山區,120.929172,24.792738
A2,北區,120.977075,24.818248
A2,東區,120.976942,24.814507
A2,北區,120.961833,24.802531
A2,東區,121.012068,24.787808
A2,東區,121.003821,24.781285
A2,東區,120.973289,24.814106
A2,北區,120.964129,24.821932
A2,香山區,120.910279,24.809801
A2,東區,120.965838,24.794171
A2,香山區,120.94986,24.800124
A2,東區,120.968536,24.80011
A2,東區,120.981015,24.814666
A2,東區,120.993803,24.802634
A2,東區,120.954562,24.802737
A2,東區,121.016486,24.783786
A2,東區,120.977958,24.811837
A2,東區,120.967721,24.801196
A2,東區,120.996326,24.806078
A2,東區,120.967184,24.777926
A2,北區,120.974809,24.816381
A2,香山區,120.951756,24.795334
A2,東區,120.983581,24.803399
A2,東區,121.00158,24.793565
A2,東區,120.982015,24.799302
A2,東區,120.963167,24.801286
A2,東區,120.981641,24.808084
A2,北區,120.963542,24.816875
A2,東區,120.975385,24.812235
A2,東區,120.99581,24.797648
A2,東區,121.013203,24.795918
A2,北區,120.96591,24.827569
A2,北區,120.956165,24.825192
A2,東區,121.013755,24.795489
A2,北區,120.956025,24.817598
A2,東區,121.012874,24.796061
A2,北區,120.951707,24.804998
A2,北區,120.96424,24.812575
A2,北區,120.964732,24.811455
A2,香山區,120.93026,24.779822
A2,東區,120.975587,24.812077
A2,北區,120.955232,24.796588
A2,香山區,120.925293,24.79354
A2,北區,120.962143,24.797608
A2,北區,120.961028,24.815569
A2,東區,120.984977,24.804499
A2,東區,121.010122,24.773019
A2,北區,120.975054,24.821479
A2,香山區,120.922714,24.757573
A2,東區,120.994893,24.801416
A2,東區,121.007143,24.79782
A2,東區,120.98139,24.808275
A2,東區,120.979463,24.807036
A2,北區,120.94765,24.805056
A2,東區,120.970831,24.813971
A2,東區,121.016727,24.767036
A2,北區,120.964598,24.816577
A2,香山區,120.937915,24.79106
A2,東區,121.012186,24.791833
A2,東區,120.961315,24.794932
A2,香山區,120.909303,24.740739
A2,北區,120.961538,24.805473
A2,北區,120.962756,24.808896
A2,東區,120.967674,24.802082
A2,香山區,120.936116,24.796433
A2,北區,120.969048,24.816593
A2,北區,120.970761,24.816377
A2,東區,121.020624,24.781964
A2,香山區,120.952425,24.796769
A2,東區,120.977651,24.809419
A2,東區,120.976461,24.809559
A2,東區,120.977801,24.768372
A2,香山區,120.942363,24.810516
A2,北區,120.971053,24.824267
A2,東區,121.00581,24.795921
A2,東區,120.965344,24.799699
A2,東區,121.018832,24.761705
A2,東區,121.024038,24.776195
A2,東區,120.981476,24.814426
A2,東區,120.976584,24.801939
A2,香山區,120.942049,24.753125
A2,北區,120.96404,24.818855
A2,東區,120.996643,24.783119
A2,北區,120.956185,24.805642
A2,東區,120.98546,24.800307
A2,東區,121.022525,24.782425
A2,香山區,120.934218,24.804455
A2,東區,120.998809,24.783076
A2,東區,120.986288,24.812097
A2,東區,120.990309,24.813244
A2,北區,120.974095,24.820674
A2,北區,120.977651,24.823345
A2,北區,120.959849,24.79363
A2,東區,121.005702,24.771366
A2,香山區,120.964061,24.802627
A2,北區,120.962896,24.805527
A2,北區,120.966571,24.819869
A2,東區,120.971013,24.804167
A2,香山區,120.942657,24.73043
A2,東區,120.963139,24.793366
A2,香山區,120.924843,24.819276
A2,東區,120.972895,24.808888
A2,北區,120.941044,24.842743
A2,東區,121.021689,24.776248
A2,香山區,120.944025,24.796362
A2,香山區,120.941332,24.801236
A2,東區,121.016425,24.77319
A2,北區,120.961232,24.793358
A2,東區,120.974161,24.795833
A2,東區,120.993406,24.816012
A2,北區,120.976186,24.823723
A2,香山區,120.942536,24.792493
A2,東區,120.976959,24.814372
A2,東區,120.979513,24.806947
A2,東區,121.017905,24.783204
A2,東區,120.968745,24.803238
A2,東區,120.997731,24.798661
A2,香山區,120.95605,24.784557
A2,北區,120.954804,24.793977
A2,北區,120.970037,24.817072
A2,北區,121.006337,24.80402
A2,北區,120.95363,24.793993
A2,東區,120.997419,24.796513
A2,北區,120.960509,24.803463
A2,東區,120.975132,24.795799
A2,東區,120.994782,24.79815
A2,香山區,120.940001,24.791775
A2,北區,120.973203,24.820903
A2,北區,120.960038,24.796755
A2,北區,120.974867,24.82125
A2,北區,120.967505,24.823138
A2,香山區,120.941492,24.795218
A2,東區,121.01648,24.773123
A2,東區,120.983671,24.809591
A2,東區,120.96533,24.799726
A2,東區,121.015206,24.775896
A2,香山區,120.952134,24.757168
A2,香山區,120.926603,24.790941
A2,東區,121.007468,24.796
A2,東區,120.985251,24.775196
A2,東區,121.020002,24.77812
A2,東區,121.013673,24.771827
A2,北區,120.939582,24.839049
A2,東區,121.014611,24.773027
A2,東區,121.02476,24.779844
A2,東區,120.988508,24.807785
A2,東區,120.983129,24.799003
A2,香山區,120.925434,24.80413
A2,東區,121.014293,24.775684
A2,東區,121.020454,24.78204
A2,東區,121.002311,24.797895
A2,東區,120.987961,24.80036
A2,東區,121.007717,24.785958
A2,香山區,120.937037,24.771225
A2,東區,121.008061,24.777457
A2,香山區,120.975062,24.796379
A2,香山區,120.918744,24.780178
A2,東區,120.982406,24.811066
A2,東區,121.015391,24.767763
A2,東區,120.964193,24.797406
A2,香山區,120.9494,24.794526
A2,東區,120.969252,24.794364
A2,東區,121.009525,24.781351
A2,東區,121.023924,24.776056
A2,北區,120.978035,24.823623
A2,北區,120.955734,24.814926
A2,東區,120.995399,24.802035
A2,東區,120.983201,24.802399
A2,東區,120.978711,24.768442
A2,東區,120.973497,24.804101
A2,東區,120.993775,24.775527
A2,北區,120.984105,24.81704
A2,北區,120.959636,24.803512
A2,東區,121.002086,24.782761
A2,東區,120.95622,24.797879
A2,東區,121.00886,24.787292
A2,東區,121.008893,24.787316
A2,北區,120.965469,24.810656
A2,東區,120.963178,24.798271
A2,東區,121.006919,24.781606
A2,東區,121.006919,24.781606
A2,東區,120.97468,24.803857
A2,北區,120.959918,24.798449
A2,北區,120.96146,24.800046
A2,香山區,120.946522,24.793865
A2,東區,120.968738,24.800407
A2,北區,120.988621,24.821091
A2,東區,120.993378,24.792061
A2,東區,121.009073,24.77153
A2,東區,120.970671,24.798211
A2,北區,120.965704,24.813205
A2,東區,120.987377,24.779389
A2,東區,120.972981,24.794314
A2,香山區,120.978915,24.767641
A2,北區,120.968536,24.80011
A2,東區,120.978136,24.798281
A2,東區,120.983451,24.803267
A2,東區,120.989154,24.775696
A2,東區,120.974349,24.813597
A2,北區,120.967832,24.810418
A2,北區,120.978688,24.823868
A2,北區,120.943046,24.837076
A2,東區,121.005211,24.802346
A2,北區,120.960708,24.796665
A2,東區,120.981072,24.814659
A2,東區,120.977449,24.803641
A2,東區,121.004644,24.791034
A2,東區,120.994056,24.798387
A2,東區,120.998964,24.795303
A2,北區,120.957895,24.796756
A2,東區,121.018398,24.786853
A2,東區,121.021569,24.781576
A2,北區,120.965634,24.804668
A2,東區,120.980782,24.803157
A2,東區,120.980692,24.803212
A2,北區,120.962713,24.805767
A2,北區,120.961027,24.815575
A2,東區,120.956746,24.789876
A2,東區,120.96802,24.796592
A2,北區,120.966795,24.808957
A2,東區,120.972773,24.794112
A2,北區,120.958164,24.807785
A2,東區,120.975899,24.7969
A2,東區,120.969959,24.800956
A2,北區,120.964159,24.806326
A2,東區,120.976632,24.80659
A2,東區,120.975062,24.796379
A2,北區,120.962058,24.802374
A2,北區,120.958954,24.817726
A2,東區,121.005104,24.799067
A2,北區,120.934039,24.842389
A2,東區,120.997727,24.798641
A2,北區,120.962086,24.810439
A2,北區,120.955933,24.812534
A2,東區,121.021882,24.785294
A2,東區,120.976743,24.815897
A2,東區,121.013114,24.794114
A2,東區,120.983266,24.802391
A2,北區,120.955064,24.803432
A2,北區,120.955305,24.83017
A2,北區,120.967056,24.819913
A2,東區,120.980915,24.814784
A2,東區,120.99381,24.799281
A2,北區,120.961575,24.804693
A2,東區,120.99785,24.795983
A2,香山區,120.947925,24.758524
A2,東區,121.020568,24.782029
A2,東區,121.009644,24.787568
A2,東區,120.973692,24.803762
A2,東區,121.024072,24.781317
A2,香山區,120.951438,24.773293
A2,東區,120.978696,24.803646
A2,東區,120.991396,24.784513
A2,東區,120.968401,24.800029
A2,東區,120.995058,24.817649